Código 2,Producto,PUBLICO TIENDA
P-XIARN11PTFT,PANTALLA XIAOMI REDMI NOTE 11 PRO TFT (2201116SG) (2201116TG),1990
P-XIARN11S,PANTALLA XIAOMI REDMI NOTE 11S 5G / POCO M4 PRO 5G ( 22031116BG / 21091116AG ),3590
P-XIARN12-O,PANTALLA XIAOMI REDMI NOTE 12 / POCO X5 5G  23028RA60L / 22111317PG,3990
P-XIARN12P-4G,PANTALLA XIAOMI REDMI NOTE 12 PRO 4G,3890
P-XIARN12P-5G,PANTALLA XIAOMI REDMI NOTE 12 PRO 5G / POCO X5 PRO 5G,3890
P-XIARN12PP-N,PANTALLA XIAOMI REDMI NOTE 12 PRO PLUS NEGRO,3890
P-XIARN12S,PANTALLA XIAOMI REDMI NOTE 12S 2303ERA42L,3890
P-XIARN134G,PANTALLA XIAOMI REDMI NOTE 13 4G OLED,4990
P-XIARN134G-T,PANTALLA XIAOMI REDMI NOTE 13 4G TFT,3590
P-XIARN135G,PANTALLA XIAOMI REDMI NOTE 13 5G,4990
P-XIARN13P4G-O,PANTALLA XIAOMI REDMI NOTE 13 PRO 4G OLED,6590
P-XIARN13P4G-T,PANTALLA XIAOMI REDMI NOTE 13 PRO 4G TFT,4990
P-XIARN13P,PANTALLA XIAOMI REDMI NOTE 13 PRO 5G,3990
P-XIARN13P+,PANTALLA XIAOMI REDMI NOTE 13 PRO PLUS (23090RA98C),6990
P-XIARN14,PANTALLA XIAOMI REDMI NOTE 14 4G (24117RN76G) / REDMI NOTE 14 5G (24094RAD4G) (OLED),5590
P-XIAREN3,PANTALLA XIAOMI REDMI NOTE 3,2590
P-XIAN3P,PANTALLA XIAOMI REDMI NOTE 3 PRO,2990
P-XIAMIN4X,PANTALLA XIAOMI REDMI NOTE 4 / NOTE 4X,1990
P-XIARN5,PANTALLA XIAOMI REDMI NOTE 5,2690
P-XIARMIN5P,PANTALLA XIAOMI REDMI NOTE 5 PRIME / PRO,2990
P-XIARN5A,PANTALLA XIAOMI REDMI NOTE 5A,2790
P-XIARM5AP-B,PANTALLA XIAOMI REDMI NOTE 5A PRIME BLANCA,2790
P-XIARN5AP-N,PANTALLA XIAOMI REDMI NOTE 5A PRIME NEGRA,1990
P-XIAN6P,PANTALLA XIAOMI REDMI NOTE 6 PRO,2990
P-XIARMINOTE7,PANTALLA XIAOMI REDMI NOTE 7,2790
P-XIARMINOTE8,PANTALLA XIAOMI REDMI NOTE 8 (M1908C3J),2890
P-XIARMINOTE8PRO,PANTALLA XIAOMI REDMI NOTE 8 PRO (M1906G7G),2890
P-XIARN8T,PANTALLA XIAOMI REDMI NOTE 8T (M1908C3XG),3590
P-XIARMINOTE9,PANTALLA XIAOMI REDMI NOTE 9 (M2003J15SS),2890
P-XIARMINOTE9-CM,PANTALLA XIAOMI REDMI NOTE 9 C/MARCO,2890
P-XIARMN9P,PANTALLA XIAOMI REDMI NOTE 9 PRO / NOTE 9S (M2003J6B2G),1990
P-XIARN9SM,PANTALLA XIAOMI REDMI NOTE 9S C/ MARCO,4890
P-XIARMIS2,PANTALLA XIAOMI REDMI S2,2890
P-ZTEA33S,PANTALLA ZTE A33S,2800
P-ZTEA5,PANTALLA ZTE A5 2020,2990
P-ZTEA51L,"PANTALLA ZTE A51 LITE 6 09""",2890
P-ZTEA52,PANTALLA ZTE A52,3090
P-ZTEA53-P,PANTALLA ZTE A53 / A53 PLUS,2990
P-ZTEA72S,PANTALLA ZTE A72 / A72S,3990
P-ZTEA75-4G,PANTALLA ZTE A75 4G,2590
P-ZTEA75,PANTALLA ZTE A75 5G / NUBIA FOCUS 5G,2890
P-ZTEB8,PANTALLA ZTE BLADE 8,2200
P-ZTEBA31P,PANTALLA ZTE BLADE A31 PLUS,2990
P-ZTEBA34,PANTALLA ZTE BLADE A34 / A54,2990
P-ZTEBA55,PANTALLA ZTE BLADE A35 4G / A55 4G,2990
P-ZTEBA71,PANTALLA ZTE BLADE A71 / A51,2890
P-ZTEBA73,PANTALLA ZTE BLADE A73 5G,2990
P-ZTEL210,PANTALLA ZTE L210 BLADE,2990
56215461423,PARALANTE SAMSUNG A546 / A54,990
PAR-HUAWNOVA5T,PARLANTE ALTAVOZ HUAWEI NOVA 5T,1350
PAR-SAMA226,PARLANTE ALTAVOZ SAMSUNG A22 5G,0
PAR-MOTOG20,PARLANTE MOTOROLA G20,1300
PAR-XIAR12C,PARLANTE XIAOMI REDMI 12C,1500
P-SMECHANIC,PASTA PARA SOLDAR MECHANIC 148º,525
P-SMECHANIC183,PASTA PARA SOLDAR MECHANIC 183º,1220
P-B7000,PEGAMENTO B7000,400
P-FACEQIAN,PEGAMENTO FACE ID QIANLI,1400
P-T7000,PEGAMENTO T7000,400
S-PICKUP,PICKUP,590
PI-ANT022B,PINCEL ANTIESTATICO SS-022B,320
P-VETUSJP,PINZAS VETUS JP,990
P-B250BTCPRO,PLACA B250 BTC PRO,11590
11590,PLACA CARGA MOTROLA G34 XT2363-2,1690
C-ALC3X2019,PLACA DE CARGA Y MICRÓFONO PARA ALCATEL 3X 2019 / OT5048,1500
C-ALC3X2020,PLACA DE CARGA Y MICRÓFONO PARA ALCATEL 3X 2020 / 5X,1500
C-ALCOT6012,PLACA DE CARGA Y MICRÓFONO PARA ALCATEL OT6012/OT4033/LENOVO A708/S890,1450
CP-HUAP9,PLACA DE CARGA Y MICRÓFONO PARA DE PLACA HUAWEI P9,1200
F-SONAUZ5P,PLACA DE CARGA Y MICRÓFONO PARA FLEX AURICULAR JACK 3.5 MM SONY Z5 PREMIUM,1790
C-GOOGLEP2XL,PLACA DE CARGA Y MICRÓFONO PARA GOOGLE PIXEL 2XL,3000
C-HON90,PLACA DE CARGA Y MICRÓFONO PARA HONOR 90,1990
C-HONX6A,PLACA DE CARGA Y MICRÓFONO PARA HONOR X6A,1690
C-HONX6S,PLACA DE CARGA Y MICRÓFONO PARA HONOR X6S (VNE-LX2),1690
C-HUAM10L,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI MATE 10 LITE,1500
C-HUAM10P,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI MATE 10 PRO,1500
C-HUAM20,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI MATE 20,1890
C-HUAM20L,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI MATE 20 LITE,1890
C-HUAN5T,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI NOVA 5T,1690
C-HUAN8I,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI NOVA 8I,1690
F-HUAPSM,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P SMART,1400
C-HUAPS19,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P SMART 2019,1500
C-HUAP10,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P10,1690
F-HUAP20,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P20,1690
C-HUAP20LITE,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P20 LITE,1690
C-HUAP20P,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P20 PRO,1690
CO-HUAP30,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P30,1750
C-HUAP30LITE,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P30 LITE,1590
F-HUAP30P,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P30 PRO,2490
C-HUAP40L,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P40 LITE,1790
C-HUAP9L,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P9 LITE,1500
C-HUAP9LS,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI P9 LITE SMART,1450
C-HUAY52019,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y5 2019,1450
C-HUAY5L,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y5 LITE,1650
C-HUAY5P,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y5P,1690
C-HUAY62018,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y6 2018,1750
C-HUAY62019,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y6 2019 / Y6S,1590
C-HUAY72018,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y7 2018,1400
C-HUAY72019,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y7 2019,1400
C-HUAY8S,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y8S,1690
C-HUAY92019,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y9 2019,1400
C-HUAY9P,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y9 PRIME,1400
C-HUAY9A,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y9A,1590
C-HUAY9S,PLACA DE CARGA Y MICRÓFONO PARA HUAWEI Y9S,1590
J-SAMJ400,PLACA DE CARGA Y MICRÓFONO PARA JACK SAMSUNG J400,1490
C-LGK10,PLACA DE CARGA Y MICRÓFONO PARA LG M250 / X400 / K10 2017,1200
MIC-SAM,PLACA DE CARGA Y MICRÓFONO PARA MICROFONO SAMSUNG,890
F-CMOTOE13,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E13,1690
F-CMOTOE20,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E20,1590
F-CMOTOE22,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E22,1690
F-CMOTOE4,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E4 PLUS,1400
F-CMOTOE5P,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E5 PLUS,1690
F-CMOTOE7P,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E7 PLUS,1500
F-CMOTOE7I,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA E7I / E7I POWER MC392,1690
C-MOTE20L,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA EDGE 20 LITE,1790
F-CMOTOE30N,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA EDGE 30 NEO,1990
F-CMOTOG24,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G24,1790
F-CMOTOG31,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G31,1690
F-CMOTOG60S,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G60S,1690
F-CMOTOG7,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G7 / G7 PLUS / XT1962,1590
F-CMOTOG7POW,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G7 POWER XT1955,1590
C-MOTOG8,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G8,1500
F-CMOTOG9P,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G9 PLAY,1500
F-MOTG9P,PLACA DE CARGA Y MICRÓFONO PARA MOTOROLA G9 PLUS,1690
F-CONCARGANOKIA31,PLACA DE CARGA Y MICRÓFONO PARA NOKIA 3.1,1200
C-NOK51P,PLACA DE CARGA Y MICRÓFONO PARA NOKIA 5.1 PLUS,1600
C-NOK6,PLACA DE CARGA Y MICRÓFONO PARA NOKIA 6 2017,1690
C-NOKI61,PLACA DE CARGA Y MICRÓFONO PARA NOKIA 6.1 TA-1045,1690
C-NOK625,PLACA DE CARGA Y MICRÓFONO PARA NOKIA 625 LUMIA,1590
C-NOKG11P,PLACA DE CARGA Y MICRÓFONO PARA NOKIA G11 PLUS,1500
C-NOKG21,PLACA DE CARGA Y MICRÓFONO PARA NOKIA G21,1890
RE-IMAGSAF-12,PLACA DE CARGA Y MICRÓFONO PARA REPUESTOS IMANES MAGSAFE PARA IPHONE 12 / 12 PRO / 12 PRO MAX,1200
RE-IMAGSAF-12M,PLACA DE CARGA Y MICRÓFONO PARA REPUESTOS IMANES MAGSAFE PARA IPHONE 12 MINI,1200
RE-IMAGSAF-13,PLACA DE CARGA Y MICRÓFONO PARA REPUESTOS IMANES MAGSAFE PARA IPHONE 13 / 13 PRO / 13 PRO MAX,1200
RE-IMAGSAF-13M,PLACA DE CARGA Y MICRÓFONO PARA REPUESTOS IMANES MAGSAFE PARA IPHONE 13 MINI,1200
C-SAMA01C,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A01 CORE,1200
C-SAMA015F,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A015F,1200
C-SAMA015M,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A015M,1200
C-SAMA02,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A02,1400
C-SAMA02S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A02S,1590
C-SAMA03C,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A03 CORE / A032,1400
C-SAMA035,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A035,1400
C-SAMA03S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A03S,1400
C-SAMA045,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A045,1600
C-SAMA04E,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A04E,1600
C-SAMA04S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A04S/ A047,1600
C-SAMA055,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A055,1690
C-SAMA05S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A05S,1890
C-SAMA06,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A06,1690
C-SAMA10,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A10,1400
C-SAMA10E,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A10E / A102,1500
C-SAMA10S-M15,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A10S M15,1400
C-SAMA10S-M16,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A10S M16,1400
C-SAMA11,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A11,1500
C-SAMA12,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A12,1590
C-SAMA13,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A13 / A135,1590
C-SAMA145,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A14 / A145,1690
C-SAMA15,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A15,1790
C-SAMA16,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A16,1790
C-SAMA20,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A20,1590
C-SAMA20SM12,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A20S M12,1590
C-SAMA20SM14,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A20S M14,1590
C-SAMA21,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A21,1490
C-SAMA21S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A21S,1500
C-SAMA225,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A225,1790
C-SAMA226,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A226,1590
C-SAMA235,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A23,1690
C-SAMA24,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A24,1890
CA-SAMA25,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A25,1890
CA-SAMA26,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A26,1990
C-SAMA3,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A3,1500
C-SAMA30,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A30,1690
C-SAMA30S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A30S,1690
C-SAMA31,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A31,1690
C-SAMA325,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A32,1890
C-SAMA33,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A33,1790
C-SAMA34,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A34 / A346,1700
C-SAMA35,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A35,1700
C-SAMA36,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A36,1790
C-SAMA40,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A40,1690
C-SAMA52016,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A5 2016,1890
C-SAMA52017,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A5 2017,1890
C-SAMA50,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A50,1690
C-SAMA51,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A51,1700
C-SAMA52,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A52,1890
C-SAMA53,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A53 / A536,1990
C-SAMA55,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A55 / A556,1890
C-SAMA56,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A56,1890
C-SAMA6P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A6 PLUS,1700
C-SAMA72018,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A7 2018,1400
C-SAMA70,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A70,1590
C-SAMA71,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A71,1690
C-SAMA725,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A72 / A725,1890
C-SAMA73,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A73,1890
C-SAMA82018,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A8 2018,1690
C-SAMA80,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A80,1490
C-SAMA92018,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG A9 2018 / 0920F,1790
C-SAMJ3,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J3,1490
C-SAMJ4P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J4 PLUS,1400
C-SAMJ5PRIME,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J5 PRIME,1500
CJ-SAMJ6,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J6 / J8,1790
C-SAMJ6P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J6 PLUS,1800
C-J7PRIME,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG J7 PRIME,1300
C-SAMM20,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG M20,1790
C-SAMM30S,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG M30S,1600
C-SAMM31,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG M31,1490
C-SAMN10N9,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 10 (N970U),2290
C-SAMN10,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 10 (N971N),2290
C-SAMN10L,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 10 LITE,2290
C-CSAMN10P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 10 PLUS,2290
C-SAMN20,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 20,2290
C-SAMN20U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 20 ULTRA,2290
C-SAMNOTE5,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 5,1500
F-SAMN8-950F,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 8 (N950F),1990
F-SAMN8,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 8 (N950U),1990
C-SAMN9,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG NOTE 9,1990
F-CSAMT3,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG P5200 / GALAXY TAB 3,1400
C-SAMS10,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S10 / S10E / S10 PLUS,1990
C-SAMS10L,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S10 LITE,1990
C-SAMS20,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S20,2590
C-SAMS20FE4G,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S20 FE 4G G780,1990
C-SAMS20FE5G,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S20 FE 5G G781B / F,1990
C-SAMS20P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S20 PLUS,2590
C-SAMS20U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S20 ULTRA,2590
C-SAMS21,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S21,2590
C-SAM-S21FE,PLACA DE CARGA Y MICROFONO PARA SAMSUNG S21 FE (G990E),2590
C-SAMS21FE,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S21 FE (G990F),2590
C-SAMS21P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S21 PLUS,2590
C-SAMS21U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S21 ULTRA,2590
C-SAMS22P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S22 PLUS,2790
C-SAMS22S9,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S22 S901B,2790
C-SAMS22U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S22 ULTRA,2790
C-SAMS23,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S23,2790
C-SAMS23FE,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S23 FE,2990
C-SAMS23P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S23 PLUS,2990
C-SAMS23U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S23 ULTRA,2990
C-SAMS24,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S24,2590
C-SAMS24P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S24 PLUS,2590
C-SAMS24U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S24 ULTRA,2590
C-SAMS25,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S25,2590
C-SAMS25P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S25 PLUS,2590
C-SAMS25U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S25 ULTRA,2590
F-SAMS5,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S5,1990
C-SAMS6,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S6,1590
C-SAMS6E,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S6 EDGE,1650
C-SAMS6EF,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S6 EDGE PLUS,1600
C-SAMS7E,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S7 EDGE,1600
F-SAMS8,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S8 (G9500),1690
F-SAMS8-950F,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S8 (G950F),1690
F-SAMS8-950U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S8 (G950U),1690
C-SAMS8P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S8 PLUS (G955F),1700
F-SAMS9600,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S9 G9600,1990
F-SAMS9,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S9 G960F,1990
F-SAMS960U,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S9 G960U,1990
C-SAMS9P,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG S9 PLUS (G965F),1990
C-SAMA54,PLACA DE CARGA Y MICRÓFONO PARA SAMSUNG SAMSUNG  A54 5G,1800
C-SONE5,PLACA DE CARGA Y MICRÓFONO PARA SONY E5,1690
F-SONX3P,PLACA DE CARGA Y MICRÓFONO PARA SONY XPERIA X3 PREMIUM,1350
C-TCL10SE,PLACA DE CARGA Y MICRÓFONO PARA TCL 10 SE,1690
C-TCL20SE,PLACA DE CARGA Y MICRÓFONO PARA TCL 20 SE,1890
C-TCL30SE,PLACA DE CARGA Y MICRÓFONO PARA TCL 30SE,1590
F-XIAR12TP,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI 12T/12T PRO,1990
C-XIAMI10T,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 10T 5G,1990
C-XIAMI11L,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 11 LITE,1690
C-XIAM11T,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 11T / 11T PRO,1990
C-XIAMN11T,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 11T 5G,1790
C-XIAM8,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 8,1890
C-XIAM8L,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 8 LITE,1690
C-XIAMI9T,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI 9T,1990
C-XIAMIA1,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI A1,1450
C-XIAMIA2,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI A2,1700
C-XIAM2L,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI A2 LITE / REDMI 6 PRO,1590
C-XIAMIA3,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI A3,1990
C-XIAMIMIX2,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI MIX 2,1590
C-XIAMN10,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI NOTE 10,1890
C-XIAMN10L,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI MI NOTE 10 LITE,1890
C-XIARN4,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI NOTE 4,1250
C-XIAN4X,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI NOTE 4X,1590
C-XIAPF3,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI POCO F3,1690
C-XIAPX3,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI POCO X3 / X3 PRO,1790
C-XIAMF1,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI POCOPHONE F1,1790
C-XIAR10,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 10,1500
C-XIAR10C,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 10C,1790
C-XIAR12,PLACA DE CARGA Y MICROFONO PARA XIAOMI REDMI 12 5G,1590
C-XIAR12C,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 12C,1400
C-XIAR13C,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 13C,1690
C-XIAR4X,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 4X,1400
C-XIR5PL,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 5 PLUS (MEG7),1400
C-XIAR6A,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 6 / 6A,1400
F-XIAR6A,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 6A,1490
C-XIARED7,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 7,1690
C-XIAR7A,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 7A,1450
C-XIAR8,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 8 /8A,1690
C-XIAR9,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 9,1500
C-XIAR9A,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 9A / 10A,1400
C-XIA9C,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 9C,1400
C-XIAR9T,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI 9T,1600
PC-XIARA1-A2,PLACA DE CARGA Y MICRÓFONO PARA XIAOMI REDMI A1 / A2,1400
